Order Date,Region,Category,Quantity,Sales,Profit
2025-03-20,South,Technology,2,1511.55,14.07
2022-12-26,South,Technology,13,1359.65,-451.57
2023-04-06,South,Office Supplies,19,122.15,-176.63
2023-09-22,South,Technology,9,198.86,-204.6
2023-01-31,South,Furniture,16,803.15,-470.37
2023-07-23,West,Office Supplies,19,875.32,232.14
2025-02-04,Central,Furniture,3,621.4,-497.24
2022-05-20,East,Office Supplies,6,1895.41,-458.65
2024-05-24,South,Technology,20,385.55,435.85
2023-03-19,Central,Furniture,4,1730.06,86.02
2022-10-07,West,Office Supplies,11,1705.32,95.94
2024-12-06,East,Technology,6,1266.04,423.24
2023-03-08,West,Office Supplies,3,1269.64,-237.39
2024-12-10,West,Technology,7,463.64,362.89
2022-11-10,West,Furniture,1,1816.69,-201.04
2024-09-18,South,Furniture,4,1774.13,71.95
2024-11-26,East,Furniture,17,1234.43,359.59
2023-11-16,Central,Furniture,4,1730.76,47.75
2025-01-13,West,Office Supplies,16,1246.64,-411.1
2022-12-01,South,Furniture,13,1082.85,-237.83
2023-07-23,Central,Technology,8,385.2,431.84
2024-09-19,Central,Furniture,8,555.78,-127.53
2023-03-14,West,Furniture,11,765.7,-58.53
2022-09-17,East,Technology,8,1170.5,-246.35
2024-05-05,East,Furniture,18,735.21,-369.37
2023-10-23,Central,Technology,9,1945.86,354.82
2024-04-17,West,Office Supplies,19,194.28,-489.09
2022-12-07,Central,Furniture,4,604.72,-224.31
2023-04-13,West,Furniture,4,699.29,12.2
2024-06-08,Central,Furniture,4,932.45,-453.17
2024-03-26,East,Furniture,19,1399.83,-436.14
2023-08-28,South,Office Supplies,12,190.74,30.34
2023-08-21,South,Office Supplies,18,1158.49,428.4
2022-12-10,South,Office Supplies,3,605.8,324.43
2024-11-22,South,Furniture,9,1755.22,80.71
2022-12-27,South,Office Supplies,12,1674.98,301.49
2024-11-24,Central,Technology,10,544.56,-156.13
2024-08-02,East,Office Supplies,7,76.16,-368.97
2023-10-30,West,Furniture,7,193.1,418.55
2025-01-24,East,Office Supplies,10,1568.78,-128.32
2023-04-22,West,Furniture,4,183.28,158.65
2022-08-23,East,Technology,5,719.76,119.93
2024-04-14,Central,Technology,4,1452.37,137.81
2023-03-07,West,Office Supplies,19,586.87,340.59
2025-02-03,Central,Furniture,8,481.46,-6.93
2024-10-25,West,Office Supplies,1,1230.84,-233.98
2024-12-27,East,Furniture,4,1229.23,-159.33
2023-01-09,East,Technology,20,267.32,170.02
2025-01-17,Central,Office Supplies,18,983.67,-29.76
2024-01-04,Central,Furniture,6,915.49,-381.04
2023-10-29,Central,Office Supplies,18,70.87,-298.13
2023-10-23,Central,Furniture,11,1110.65,367.67
2022-09-11,East,Technology,16,971.79,266.04
2024-09-01,West,Office Supplies,4,277.15,429.76
2023-09-27,East,Furniture,16,254.13,-87.2
2023-05-11,West,Technology,4,692.46,35.15
2023-05-18,East,Technology,8,1454.69,180.48
2023-11-05,West,Office Supplies,18,1357.52,-287.18
2025-04-03,Central,Office Supplies,2,485.77,327.54
2023-12-22,Central,Office Supplies,9,597.83,-72.55
2023-08-23,Central,Office Supplies,14,65.62,-468.7
2025-02-24,West,Office Supplies,12,1971.86,199.64
2023-01-22,Central,Technology,8,1588.93,-332.43
2023-05-04,East,Furniture,15,587.14,83.46
2024-05-16,East,Furniture,15,1144.47,-316.47
2025-01-24,West,Furniture,17,993.93,291.01
2024-04-13,Central,Office Supplies,10,1521.9,-21.29
2022-06-29,Central,Office Supplies,13,1022.88,215.02
2024-02-25,West,Furniture,12,1944.54,-105.86
2022-10-20,East,Office Supplies,13,1543.61,389.93
2023-08-09,East,Office Supplies,1,1608.26,-66.81
2022-12-09,South,Technology,5,645.67,394.91
2022-08-27,West,Office Supplies,1,1879.42,153.49
2025-01-15,Central,Office Supplies,11,1803.9,295.36
2024-03-09,South,Office Supplies,9,1948.29,290.5
2023-07-15,Central,Furniture,20,76.45,-364.26
2024-11-16,West,Furniture,15,822.2,230.72
2022-12-22,Central,Technology,1,732.41,-412.83
2022-12-19,South,Furniture,19,722.78,359.46
2024-08-12,West,Technology,20,988.99,-437.58
2022-11-05,East,Technology,10,311.47,171.13
2023-06-18,West,Technology,18,144.52,330.73
2023-10-12,East,Office Supplies,11,1840.72,496.19
2022-07-23,Central,Office Supplies,11,322.81,-208.57
2022-12-08,East,Office Supplies,12,452.96,363.2
2024-07-07,South,Technology,16,626.47,164.68
2025-03-30,Central,Office Supplies,12,168.83,-346.4
2023-01-29,South,Furniture,13,1552.74,165.28
2023-11-04,East,Furniture,16,45.29,191.75
2023-12-20,Central,Furniture,20,908.53,377.03
2024-10-04,West,Furniture,2,1115.03,39.92
2022-07-22,Central,Furniture,2,145.71,-314.55
2025-02-25,Central,Office Supplies,5,1644.04,-365.27
2025-04-12,East,Office Supplies,3,1488.79,-110.41
2023-09-14,Central,Technology,2,616.07,-266.92
2023-03-13,South,Furniture,15,704.52,-471.32
2024-12-19,Central,Office Supplies,15,315.79,449.23
2024-05-26,South,Office Supplies,15,1915.5,29.13
2024-10-01,West,Technology,17,1882.62,-456.11
2024-01-17,South,Technology,17,1967.14,319.52
2023-08-30,East,Office Supplies,4,1786.44,174.41
2025-02-07,West,Office Supplies,6,134.49,-83.98
2025-01-24,South,Technology,6,1971.21,-177.79
2024-09-02,South,Office Supplies,4,457.45,376.66
2022-09-29,East,Office Supplies,2,1433.75,190.22
2024-12-21,West,Technology,12,1748.47,-323.62
2024-06-16,West,Technology,20,1096.35,-2.85
2025-02-01,South,Technology,8,1192.89,-260.5
2024-10-24,Central,Furniture,4,78.95,-372.86
2024-07-27,Central,Office Supplies,11,1770.36,125.2
2022-11-16,West,Office Supplies,14,1495.86,218.81
2022-12-23,Central,Office Supplies,2,956.38,-321.2
2025-02-05,East,Office Supplies,8,402.76,9.77
2024-05-10,West,Technology,14,1369.14,253.16
2023-07-14,Central,Furniture,5,1076.7,-239.65
2025-01-08,South,Office Supplies,4,508.72,230.96
2022-12-13,Central,Office Supplies,6,288.21,113.9
2022-06-15,East,Technology,9,1743.72,-258.77
2022-06-29,East,Furniture,2,840.42,59.21
2024-09-24,Central,Furniture,17,1268.17,-356.81
2022-09-09,West,Office Supplies,5,1910.66,459.45
2024-08-26,East,Office Supplies,3,415.21,-145.66
2023-10-11,Central,Office Supplies,6,1430.59,-8.23
2023-05-20,Central,Furniture,5,1730.51,476.05
2024-12-03,East,Office Supplies,20,1501.62,204.79
2023-01-27,West,Office Supplies,12,1894.48,348.79
2024-01-05,East,Office Supplies,6,1611.56,-325.43
2022-08-02,East,Office Supplies,13,591.39,367.57
2024-11-28,West,Office Supplies,4,1069.64,57.67
2023-06-28,Central,Office Supplies,20,506.76,-238.02
2022-10-13,Central,Technology,9,1593.38,-289.86
2023-09-16,East,Office Supplies,1,588.49,-343.59
2024-12-25,West,Furniture,2,1676.75,265.57
2023-07-16,West,Furniture,10,951.68,-132.93
2023-01-26,West,Office Supplies,6,876.73,314.09
2024-08-19,Central,Office Supplies,6,646.38,-49.31
2025-03-08,Central,Office Supplies,6,943.58,-102.61
2023-03-31,Central,Office Supplies,2,528.31,-340.26
2024-08-16,West,Furniture,7,1427.5,219.12
2024-12-01,East,Office Supplies,2,101.06,272.89
2024-08-07,East,Office Supplies,12,49.05,-432.71
2024-10-12,Central,Furniture,6,1779.35,-6.73
2022-05-28,South,Furniture,20,1061.95,452.36
2024-12-21,West,Furniture,19,1041.34,13.78
2022-12-01,East,Technology,8,221.57,7.15
2024-07-24,West,Furniture,7,1159.67,-436.71
2024-11-28,West,Technology,16,1849.94,-418.86
2023-01-27,East,Office Supplies,11,1078.35,-88.65
2022-07-01,Central,Furniture,7,604.95,390.54
2025-02-01,West,Technology,11,478.71,-351.05
2023-08-03,Central,Technology,13,801.96,-397.29
2025-01-06,Central,Office Supplies,19,1014.04,46.01
2024-04-14,South,Technology,5,979.23,76.52
2024-06-24,Central,Office Supplies,1,1049.08,92.28
2023-03-04,Central,Office Supplies,16,1413.31,-39.34
2022-08-29,South,Technology,9,756.65,-135.09
2022-09-30,South,Technology,13,10.66,282.26
2024-08-14,South,Office Supplies,13,180.43,89.34
2023-04-25,Central,Technology,2,1905.18,-172.08
2024-05-20,South,Technology,17,1644.82,216.96
2022-08-15,South,Technology,5,1673.03,-42.88
2024-12-06,East,Office Supplies,18,852.16,252.29
2024-09-28,East,Office Supplies,12,1951.14,480.73
2024-12-31,South,Office Supplies,3,1975.02,-64.74
2024-09-25,South,Technology,1,816.42,-399.56
2023-03-05,South,Furniture,3,915.54,71.59
2023-01-14,South,Technology,13,1534.49,344.64
2023-01-05,South,Furniture,20,477.93,-306.78
2025-03-12,East,Technology,1,1423.14,-213.12
2022-05-29,East,Furniture,7,76.13,-326.25
2023-05-06,East,Furniture,3,53.85,-237.45
2023-12-17,Central,Technology,3,1183.43,-137.82
2024-07-10,West,Furniture,1,1025.15,97.18
2024-07-20,Central,Office Supplies,15,869.35,-170.62
2025-04-17,South,Furniture,12,1578.58,263.76
2023-05-14,South,Office Supplies,4,63.42,-424.89
2022-08-28,Central,Furniture,13,556.82,-372.78
2024-12-14,West,Office Supplies,3,278.7,415.76
2022-05-26,Central,Furniture,9,55.7,-324.58
2023-05-17,South,Office Supplies,20,1682.46,-3.59
2022-11-06,West,Technology,10,691.73,-83.89
2023-02-17,West,Furniture,20,263.72,-412.06
2024-09-19,West,Office Supplies,14,643.89,80.47
2023-05-30,South,Technology,11,1146.26,126.52
2025-04-07,East,Technology,2,843.8,341.06
2024-12-31,East,Technology,1,1755.88,-339.94
2024-01-03,West,Furniture,4,985.47,-156.7
2024-08-03,West,Office Supplies,1,1926.58,344.9
2022-06-11,East,Technology,2,291.48,-68.75
2024-09-30,Central,Furniture,19,656.86,156.01
2022-11-07,Central,Technology,15,806.7,347.86
2022-07-05,West,Office Supplies,1,863.73,-194.71
2022-08-23,East,Office Supplies,13,1083.08,72.49
2023-03-01,South,Technology,5,1550.29,-416.35
2023-12-25,West,Technology,11,1939.71,-187.26
2024-06-22,West,Office Supplies,16,609.12,-91.56
2025-01-07,Central,Office Supplies,10,909.83,280.44
2023-09-16,East,Technology,19,1120.34,-180.27
2024-06-25,East,Office Supplies,10,598.19,-427.1
2024-08-02,West,Technology,1,1383.9,19.47
2023-05-15,Central,Technology,19,713.11,169.5
2024-01-20,Central,Furniture,2,1932.66,247.12
2022-11-18,Central,Furniture,17,1446.31,78.47
2024-06-04,East,Office Supplies,6,1411.81,-58.32
2022-04-19,West,Office Supplies,3,833.33,468.55
2024-02-11,West,Furniture,5,1349.93,-341.54
2024-02-11,East,Technology,7,329.31,-335.73
2024-05-03,West,Furniture,2,1068.47,396.03
2024-12-27,West,Technology,18,1414.52,-265.88
2024-09-09,South,Technology,14,1054.88,307.16
2022-07-08,East,Office Supplies,2,867.75,31.07
2024-01-12,East,Furniture,5,581.59,23.13
2023-02-25,East,Office Supplies,15,1244.47,-110.79
2025-03-20,South,Furniture,1,527.83,209.51
2023-11-22,South,Technology,5,38.58,46.37
2024-11-30,West,Furniture,13,343.38,-302.38
2024-12-10,West,Furniture,16,1820.55,35.49
2022-05-14,West,Technology,6,16.66,24.86
2024-01-10,East,Furniture,19,365.39,-184.28
2025-02-02,South,Office Supplies,11,1226.1,320.59
2023-09-10,Central,Furniture,14,505.25,-152.94
2023-12-16,Central,Technology,8,122.12,-1.85
2024-02-19,Central,Furniture,19,1856.3,402.46
2025-04-06,Central,Office Supplies,8,1573.89,-130.2
2024-11-05,Central,Office Supplies,10,495.28,166.32
2022-05-01,East,Technology,2,1314.36,53.42
2025-03-14,South,Office Supplies,7,1772.76,80.58
2023-03-12,West,Technology,12,1289.42,-387.21
2024-12-13,West,Office Supplies,2,274.74,-337.31
2022-08-17,Central,Technology,3,1132.71,-133.5
2024-01-10,East,Technology,2,1379.15,-18.23
2022-08-03,South,Furniture,16,1448.69,176.22
2023-08-24,East,Office Supplies,4,733.42,-233.57
2024-09-14,West,Office Supplies,6,771.93,0.6
2023-03-28,West,Technology,5,1078.73,-88.45
2022-09-14,West,Office Supplies,20,1373.37,451.83
2025-03-28,West,Furniture,3,1269.15,256.87
2024-08-29,West,Technology,12,632.94,-68.07
2024-10-22,West,Technology,8,392.01,-360.1
2023-02-21,South,Office Supplies,17,362.69,219.82
2022-07-12,South,Furniture,15,231.28,440.01
2024-01-10,Central,Furniture,20,267.62,40.61
2023-07-27,East,Furniture,7,1852.38,-153.88
2023-10-30,West,Technology,4,1644.65,-236.58
2023-11-14,Central,Furniture,7,1891.67,323.78
2024-03-29,Central,Furniture,18,1490.42,-277.76
2023-08-29,East,Office Supplies,20,300.21,-426.42
2024-05-26,Central,Furniture,11,513.44,222.94
2022-06-11,East,Office Supplies,12,1245.13,181.97
2024-04-08,South,Technology,19,1313.69,289.52
2024-12-12,South,Furniture,8,505.5,489.41
2022-04-19,West,Office Supplies,6,574.53,-103.85
2023-02-06,South,Furniture,7,247.02,191.8
2025-03-03,East,Furniture,11,495.83,-315.79
2022-12-17,West,Furniture,17,673.8,432.16
2023-02-26,Central,Technology,7,1042.47,488.88
2023-04-12,Central,Office Supplies,12,233.24,137.29
2024-05-25,East,Furniture,11,1793.82,482.81
2023-03-19,South,Office Supplies,16,1090.76,402.29
2022-11-09,Central,Furniture,17,1269.07,118.86
2023-11-06,West,Technology,4,162.21,36.06
2025-01-06,Central,Technology,7,1334.83,421.19
2025-01-13,West,Office Supplies,17,799.54,-291.81
2024-04-18,West,Technology,14,1095.96,119.09
2023-12-14,West,Furniture,15,702.52,380.6
2023-07-31,East,Office Supplies,18,900.2,155.24
2023-12-10,South,Furniture,11,1244.99,499.43
2022-05-23,West,Furniture,8,1772.99,300.11
2024-02-23,South,Office Supplies,8,959.5,-484.72
2024-11-27,South,Furniture,2,1879.2,490.15
2023-03-01,South,Office Supplies,5,1300.33,477.88
2022-08-30,South,Technology,12,1326.22,-219.69
2023-02-08,West,Furniture,1,360.89,-354.38
2023-04-22,East,Furniture,1,1017.23,194.19
2023-10-28,South,Technology,12,808.95,-434.95
2024-06-09,Central,Furniture,20,470.52,-223.65
2024-09-18,West,Office Supplies,9,1154.05,225.68
2023-09-16,East,Furniture,16,749.14,468.72
2024-03-31,Central,Technology,1,891.72,-132.05
2022-11-23,South,Office Supplies,7,89.39,228.29
2025-01-09,Central,Technology,20,470.34,338.51
2024-03-31,South,Technology,18,979.48,-175.06
2025-02-15,South,Furniture,20,1632.92,-456.76
2023-04-23,South,Technology,6,715.15,370.83
2023-12-06,Central,Technology,1,64.18,256.0
2024-08-17,South,Technology,4,1300.25,242.63
2024-10-15,East,Furniture,17,1248.01,361.71
2024-07-11,West,Furniture,7,947.11,85.86
2022-11-06,Central,Office Supplies,17,1371.04,206.14
2023-06-15,West,Office Supplies,7,1188.08,472.85
2024-06-02,Central,Technology,13,755.89,423.68
2023-02-05,South,Technology,8,86.48,125.96
2023-08-10,South,Technology,20,1479.28,161.88
2022-10-08,South,Office Supplies,12,984.53,-328.04
2025-02-13,West,Technology,8,1231.48,-362.52
2023-08-22,Central,Office Supplies,8,1997.21,445.83
2022-06-29,South,Office Supplies,18,1866.17,199.52
2023-02-23,East,Furniture,6,862.97,-154.64
2024-10-08,South,Technology,15,1060.09,10.45
2025-03-02,East,Furniture,17,1995.88,29.38
2024-01-18,East,Office Supplies,6,1262.48,298.99
2022-12-08,Central,Office Supplies,8,1380.24,-296.82
2022-05-12,West,Office Supplies,19,1901.35,108.6
2024-09-30,South,Technology,14,488.47,238.7
2025-03-15,East,Technology,1,225.55,496.12
2022-06-12,West,Office Supplies,4,632.18,429.73
2022-07-25,West,Furniture,5,838.9,-195.39
2024-06-29,Central,Furniture,3,1643.84,-26.5
2025-02-20,Central,Technology,13,1136.24,204.62
2024-06-12,East,Technology,12,355.04,-34.7
2022-04-28,South,Office Supplies,3,358.26,91.15
2022-07-23,South,Office Supplies,20,1232.95,445.39
2024-05-05,East,Technology,19,891.17,232.15
2024-12-07,Central,Furniture,10,1649.56,411.47
2023-02-05,East,Technology,19,788.32,208.74
2024-01-28,West,Furniture,20,1751.84,80.23
2023-05-29,Central,Furniture,5,500.76,23.89
2024-07-17,South,Office Supplies,3,1098.25,131.53
2022-09-23,South,Technology,13,1883.31,-168.27
2024-10-21,East,Office Supplies,15,301.3,-100.66
2023-06-24,South,Furniture,15,1609.99,-318.99
2023-04-22,West,Furniture,20,1781.46,263.11
2023-03-21,Central,Furniture,15,1757.43,-261.22
2022-09-16,Central,Furniture,1,1362.86,-352.36
2024-06-11,South,Furniture,12,162.08,-64.89
2023-05-31,East,Technology,18,1073.49,-278.93
2025-02-03,East,Furniture,6,1453.11,481.21
2024-01-24,South,Technology,16,288.11,391.37
2022-08-16,South,Office Supplies,20,577.7,129.52
2022-11-29,South,Technology,10,415.72,419.75
2023-06-19,South,Furniture,8,1410.07,372.48
2023-04-27,Central,Office Supplies,19,1391.82,492.07
2022-09-24,Central,Office Supplies,14,951.63,-156.47
2024-02-11,South,Office Supplies,18,370.1,-468.81
2023-03-01,West,Furniture,9,1787.75,-64.39
2025-02-09,West,Office Supplies,11,1084.42,263.78
2025-02-13,Central,Technology,13,1147.11,-169.63
2025-03-21,South,Technology,5,1901.99,312.38
2022-07-26,Central,Technology,7,591.96,-334.72
2025-04-17,East,Office Supplies,7,1975.99,-490.99
2023-09-14,South,Office Supplies,11,1860.4,272.79
2022-11-01,Central,Office Supplies,4,833.37,-448.02
2022-08-22,South,Technology,7,1444.29,402.12
2022-09-10,East,Furniture,19,1130.11,33.43
2024-06-30,South,Office Supplies,18,1104.31,464.88
2024-06-03,South,Office Supplies,1,1013.91,-348.07
2022-12-26,East,Office Supplies,8,1142.3,395.31
2023-11-25,East,Technology,1,1969.1,163.9
2023-04-13,South,Technology,4,1107.22,304.26
2022-05-20,Central,Technology,4,618.47,-195.49
2022-08-16,Central,Technology,19,1553.36,-362.39
2022-05-22,South,Office Supplies,14,116.0,138.91
2023-10-07,Central,Technology,5,1808.49,-24.96
2025-04-15,West,Technology,14,194.98,-496.48
2025-03-28,Central,Technology,19,1410.67,-293.41
2022-06-29,East,Technology,18,477.71,258.36
2024-09-10,East,Furniture,13,1963.44,369.23
2024-12-14,Central,Office Supplies,14,1464.42,-62.04
2023-07-11,South,Office Supplies,14,830.11,81.06
2023-06-24,South,Technology,15,629.14,167.85
2022-08-03,South,Office Supplies,17,1353.19,265.95
2023-09-27,West,Furniture,12,1024.38,-490.88
2023-12-05,East,Furniture,5,1523.4,-300.18
2022-12-29,West,Technology,11,261.58,379.02
2022-12-26,East,Technology,14,31.09,-104.24
2024-09-20,West,Furniture,17,887.24,-175.53
2022-10-24,Central,Furniture,16,1575.57,367.25
2025-04-05,South,Office Supplies,13,421.35,-488.94
2023-07-24,West,Office Supplies,20,230.97,375.85
2024-12-18,East,Technology,8,133.51,-305.12
2022-07-03,South,Technology,4,712.14,-355.92
2023-10-13,South,Office Supplies,15,99.74,-451.55
2023-05-23,West,Office Supplies,3,1742.93,247.65
2024-06-24,South,Technology,12,487.51,-75.12
2025-01-31,East,Technology,14,1100.48,-307.7
2023-01-30,Central,Furniture,2,1615.59,367.83
2024-11-08,South,Technology,1,1303.0,485.34
2023-02-14,South,Office Supplies,9,665.51,70.22
2023-04-18,Central,Furniture,6,56.37,96.84
2023-04-11,West,Office Supplies,13,1072.1,354.79
2025-03-10,West,Technology,8,1780.59,412.68
2025-04-01,Central,Furniture,12,388.29,499.89
2023-10-11,East,Furniture,16,623.11,486.83
2023-12-29,East,Technology,14,623.42,-473.73
2022-06-16,West,Furniture,9,33.64,186.81
2023-04-24,West,Technology,1,1844.17,235.99
2023-03-01,South,Furniture,7,1821.14,322.13
2022-08-07,East,Office Supplies,13,807.66,358.33
2023-10-18,South,Technology,19,168.27,-7.73
2023-12-08,South,Office Supplies,14,239.74,479.7
2023-01-27,South,Office Supplies,16,173.1,238.33
2023-12-27,West,Furniture,1,605.32,280.93
2025-02-08,Central,Office Supplies,10,567.49,-120.49
2023-09-04,East,Office Supplies,11,277.92,-434.86
2023-06-02,West,Furniture,2,1372.71,-237.42
2024-02-16,East,Technology,8,1484.56,253.25
2024-10-25,East,Office Supplies,5,1420.57,-488.54
2022-09-29,South,Office Supplies,19,85.98,-462.09
2025-03-14,West,Technology,3,421.72,-426.52
2025-03-02,Central,Office Supplies,19,1095.23,-388.27
2022-10-08,South,Office Supplies,4,1614.95,-79.13
2025-01-09,West,Office Supplies,20,133.97,-158.48
2023-06-03,Central,Furniture,20,1595.87,176.81
2024-10-02,East,Technology,10,715.49,221.14
2024-08-24,East,Office Supplies,8,1737.44,-167.25
2024-07-07,Central,Technology,10,1272.41,-469.6
2024-06-18,South,Office Supplies,5,302.11,408.08
2025-02-05,West,Office Supplies,11,1476.38,-11.43
2023-09-10,South,Office Supplies,9,1454.61,294.85
2023-01-28,Central,Office Supplies,18,151.69,418.54
2024-01-11,East,Office Supplies,8,768.33,363.23
2022-10-27,South,Furniture,9,1281.63,-121.4
2023-06-04,South,Technology,16,709.64,238.62
2023-06-16,East,Technology,12,1916.35,287.29
2024-01-31,East,Technology,6,1657.01,-251.98
2025-01-15,Central,Furniture,8,39.25,204.88
2024-09-04,East,Furniture,3,470.43,356.05
2024-04-07,Central,Furniture,3,753.6,264.91
2022-11-05,East,Furniture,12,417.07,89.48
2022-05-29,East,Technology,16,754.9,84.19
2024-09-09,Central,Furniture,9,271.48,153.86
2023-11-05,Central,Furniture,7,1499.28,413.69
2024-06-14,South,Office Supplies,17,1115.27,-116.45
2022-05-29,East,Office Supplies,6,753.09,-494.81
2024-07-31,East,Office Supplies,3,90.24,-10.36
2022-11-21,West,Furniture,19,505.39,203.06
2022-07-11,Central,Office Supplies,15,1179.81,-277.57
2023-06-05,Central,Technology,6,1124.83,17.24
2024-10-22,Central,Office Supplies,15,179.54,454.89
2023-06-08,Central,Technology,11,1349.58,-165.37
2024-10-29,West,Technology,16,1179.76,258.45
2023-12-17,South,Office Supplies,19,1332.68,254.83
2022-08-19,South,Technology,8,346.64,-379.66
2023-06-19,South,Furniture,9,1623.58,251.48
2023-08-18,West,Technology,1,205.43,-254.73
2025-01-11,East,Technology,10,502.39,-482.94
2023-05-06,Central,Technology,4,1439.05,-62.62
2023-07-21,West,Furniture,17,1354.21,412.18
2024-10-29,Central,Technology,2,1981.49,-42.23
2023-12-19,South,Office Supplies,18,965.3,314.0
2024-11-21,East,Office Supplies,7,1523.55,125.72
2024-09-09,East,Furniture,1,1623.14,150.59
2024-01-06,Central,Furniture,4,1019.93,-162.06
2024-02-16,West,Technology,6,151.02,-107.25
2022-07-25,South,Office Supplies,5,69.72,-257.24
2022-08-15,West,Technology,19,31.23,436.77
2025-03-28,South,Office Supplies,16,1910.44,-49.42
2024-08-06,East,Technology,10,1552.72,484.43
2023-02-17,East,Office Supplies,13,1132.96,-23.98
2023-10-11,Central,Furniture,18,1947.12,-479.99
2024-03-02,West,Furniture,2,356.7,16.72
2024-08-04,East,Furniture,1,971.74,-247.47
2025-03-01,South,Office Supplies,12,353.9,34.06
2024-06-09,East,Office Supplies,10,931.96,-122.84
2024-08-30,South,Furniture,10,445.78,47.15
2023-01-20,East,Technology,13,1957.93,262.82
2024-12-31,East,Office Supplies,2,1924.07,160.19
2025-01-23,South,Office Supplies,12,843.44,-238.81
2024-09-15,South,Office Supplies,4,824.62,116.34
2023-12-17,Central,Office Supplies,12,1009.57,-229.39
2023-09-13,South,Technology,15,1553.7,143.21
2023-10-31,South,Furniture,13,1392.04,210.52
2023-09-21,Central,Office Supplies,7,1329.48,-216.08
2023-08-09,Central,Technology,18,872.48,-150.37
2023-12-19,West,Furniture,8,1531.12,-61.17
2024-04-29,South,Office Supplies,4,1432.88,-395.3
2023-07-01,East,Office Supplies,8,1709.1,155.34
2024-08-14,East,Technology,14,1382.26,278.91
2022-09-05,South,Technology,11,47.71,275.8
2022-08-06,South,Technology,11,723.19,-254.89
2024-08-03,South,Technology,17,1193.61,57.84
2022-07-23,East,Furniture,13,1622.4,388.75
2023-09-12,Central,Furniture,8,968.3,-262.78
2024-02-18,South,Furniture,4,545.12,254.17
2023-07-31,West,Office Supplies,8,959.06,402.22
2025-01-10,East,Office Supplies,2,509.89,-473.74
2022-12-02,South,Technology,15,1064.35,244.07
2022-12-26,West,Furniture,19,1479.38,271.28
2022-07-22,East,Technology,5,1708.92,351.05
2023-09-13,South,Furniture,2,243.01,-229.65
2023-12-15,South,Furniture,17,1423.68,-29.99
2024-04-29,South,Office Supplies,9,859.78,120.17
2023-09-08,Central,Office Supplies,18,1434.45,-159.04
2023-10-06,Central,Technology,5,266.99,326.33
2022-07-26,East,Office Supplies,7,1088.61,30.52
2024-06-19,West,Furniture,20,1939.57,330.92
2022-11-01,East,Office Supplies,10,967.83,-437.05
2025-03-27,South,Office Supplies,6,1647.12,46.84
2024-06-18,South,Office Supplies,14,1374.55,421.7
2024-08-30,West,Technology,13,1064.96,341.85
2022-12-20,West,Technology,16,1446.76,-206.23
2025-03-21,South,Furniture,15,271.66,16.36
2025-04-05,South,Furniture,13,1756.28,-190.62
2024-08-29,West,Furniture,11,888.87,-356.73
2023-04-07,South,Furniture,15,1208.69,32.27
2024-01-06,East,Furniture,19,762.79,-279.66
2024-07-30,Central,Furniture,6,254.07,-157.8
2022-09-27,Central,Technology,18,645.55,-286.21
2024-09-21,Central,Office Supplies,10,306.34,340.57
2025-02-13,East,Furniture,5,139.62,-118.45
2025-04-13,East,Technology,6,712.14,442.7
2022-09-08,Central,Technology,10,105.73,459.88
2023-07-15,West,Office Supplies,11,1809.25,182.4
2022-05-22,Central,Office Supplies,7,1184.25,-498.68
2023-07-08,South,Office Supplies,8,1040.47,-157.68
2024-01-30,South,Technology,12,1399.54,-475.58
2023-12-28,South,Office Supplies,13,1800.19,-73.66
2024-12-20,South,Office Supplies,19,1453.06,-134.78
2023-01-02,South,Office Supplies,1,1027.23,-334.64
2022-07-12,Central,Office Supplies,19,1671.6,72.57
2022-12-30,East,Office Supplies,5,1754.86,-326.25
2023-05-27,West,Technology,10,531.75,335.93
2022-10-11,South,Technology,18,442.46,421.85
2024-05-20,East,Technology,15,1640.37,-244.06
2022-10-15,Central,Office Supplies,15,402.71,325.18
2024-10-09,East,Technology,14,1928.24,-206.59
2023-12-27,South,Furniture,18,515.25,-496.65
2024-03-28,South,Technology,17,628.61,-10.42
2022-10-28,West,Technology,9,900.3,-492.36
2025-03-08,West,Office Supplies,1,1222.63,374.02
2022-10-18,Central,Furniture,1,244.73,55.58
2024-02-13,Central,Office Supplies,6,1837.12,69.25
2023-07-25,Central,Office Supplies,19,236.21,-345.62
2024-06-03,South,Furniture,2,987.51,-19.88
2025-03-28,Central,Technology,6,1045.58,48.7
2022-09-27,West,Furniture,18,1771.88,-159.64
2023-01-05,East,Technology,11,1920.2,84.97
2022-07-31,East,Office Supplies,13,1305.19,-319.46
2024-04-30,South,Technology,5,916.97,24.3
2024-08-08,Central,Furniture,15,1315.25,72.85
2023-03-15,East,Technology,20,926.78,81.09
2023-02-10,Central,Technology,1,1097.72,-122.54
2023-09-17,East,Technology,7,525.61,-210.33
2023-05-15,West,Technology,8,1598.46,206.68
2025-03-10,West,Office Supplies,13,970.88,2.35
2024-05-16,South,Office Supplies,17,975.82,-24.41
2022-12-17,East,Technology,9,300.9,-17.92
2022-09-04,Central,Furniture,4,751.7,89.0
2022-07-20,South,Technology,15,950.31,-182.6
2024-01-18,West,Office Supplies,2,1729.92,421.79
2024-07-29,South,Technology,11,1551.59,307.77
2024-01-28,East,Furniture,4,767.69,-393.96
2024-03-03,West,Furniture,4,611.32,-386.12
2025-04-14,East,Office Supplies,20,1293.59,133.32
2022-04-18,West,Technology,3,188.13,166.7
